港澳台,#genre#
ViuTV,http://1-65-195-085.static.netvigator.com:9981/stream/channelid/1336932033?profile=pass
ViuTV,http://1.65.195.85:9981/stream/channelid/1336932033
ViuTV,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhtjjnjjdldjlujobnmjjhnbbmdjlpthjyjvjutv.flv
ViuTV,http://sz.l68.fun:9000/bysid/99
ViuTV,http://feng163.com:9000/bysid/99
ViuTV,http://bziyunshao.synology.me:8889/bysid/99
ViuTV,http://cms750.synology.me:8001/bysid/99
ViuTV,http://1-65-195-085.static.netvigator.com:9981/stream/channelid/1336932033
ViuTV,http://107.167.12.58:27347/livehttpplay?channel_id=20131
ViuTV,http://113.83.152.55:8089/bysid/96
ViuTV,https://pull-f5-spe.ixigua.com/live/xyzfhtzznzzjljzluzobnmzzhnbbmjzlpthzyzvzutv.flv
ViuTV,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/live/smt.php?id=viu1_twn
ViuTV,p2p://198.255.74.87:41197/6372e4bc000275273f321fd87c82ce95.ts
ViuTV,http://bziyunshao.synology.me:8889/bysid/99
ViuTV,http://andychuxdd.asuscomm.com:9981/stream/channelid/295697949
ViuTV,http://knas2020.direct.quickconnect.to:9981/stream/channelid/1814872983
ViuTV,http://link.sczhgx.com:59847/hls/86/index.m3u8
ViuTV,http://27.46.125.78:800/hls/86/index.m3u8
ViuTV,http://tb14876310104:59058@hktv.maoy.cc/stream/channelid/1159440850
ViuTV,http://8278-1.yeslivetv.com:8278/9ae6d37d9a/playlist.m3u8
ViuTV,http://prez.dontconfuse.us.koubaisya.com:9981/stream/channelid/863589896
ViuTV,https://tb14876310104:59058@hk2.maoy.cc/stream/channelid/1866807145
ViuTV,http://113.88.97.132:9106/stream/channelid/15998305
ViuTV,http://2874643631:qq183381@8bb.f3322.net:39993/stream/channelid/906230193

ViuTV,http://hkelediy.top:8000/bysid/99
ViuTV,http://14.123.236.121:30003/bysid/99
ViuTV,http://shazui.8866.org:800/hls/86/index.m3u8
ViuTV,http://116.48.15.232:9981/stream/channelid/1441979836
ViuTV,https://cdn.hklive.tv/xxxx/99/index.m3u8
ViuTV,http://link.sczhgx.com:59845/hls/86/index.m3u8
ViuTV,http://xtv:1292@23.142.200.188:9981/stream/channelid/1103729022
ViuTV,http://116.205.130.205:66/6/807tv.php?tid=gt&id=7
ViuTV,http://c-leung.homeip.net:8011/bysid/99
ViuTV,http://php.733240.com/hk/hk.php?id=2

HOY电视,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY电视,http://cdn3.1678520.xyz/live/live1.1.php?id=hoy
HOY电视,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY电视,https://test.zapi.us.kg/?id=hoytv
HOY电视,https://hoytv-live-stream.hoy.tv/ch77/index-fhd.m3u8
HOY电视,http://cdn2.1689.us.kg/live/hoy/stream.m3u8
HOY电视,http://cdn10.1678520.xyz/live/hoy/stream.m3u8
HOY电视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv

HOY电视,http://51.89.21.73:34099
HOY电视,http://51.89.21.73:27347/livehttpplay?channel_id=20152
HOY电视,https://s2.pub/cctv-9
HOY电视,http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv
HOY电视,http://php.jdshipin.com:8880/PLTV/iptv.php?id=hoytv
HOY电视,http://r.jdshipin.com/ZKpTD
HOY电视,http://51.89.21.73:35263/
HOY电视,http://sz.l68.fun:9003/bysid/77
HOY电视,https://hoytv-live-stream.hoy.tv/ch77/index-fhd.m3u8
HOY电视,http://51.89.21.73:27347/livehttpplay?channel_id=20152
HOY电视,http://php.jdshipin.com:8880/iptv.php?id=hoytv
HOY电视,http://r.jdshipin.com/NADme
HOY电视,http://51.89.21.73:40869
HOY电视,http://flv.mp4cdn.live/gt-key=85IUHH9OIYUFFJIJYRGDW8802.php?id=1
HOY电视,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-616ed7aa-7f64-4b96-9c32-70d30de0c952.m3u8
HOY电视,https://dispatch.ulivetv.net/v/live/ccnrzuw0kla8.m3u8?stream_id=ccnrzuw0kla8&timestamp=1686312768&rand=cidk3uU7zb&uuid=9b647b3816b2a66a&from=web&sign=9de9834fec7256066532c141b77b5dc8
HOY电视,http://andychuxdd.asuscomm.com:9981/stream/channelid/1089427433
HOY电视,http://sc2022.stream-link.org/list.php?id=h010
HOY电视,https://tb14876310104:59058@hktv.maoy.cc/stream/channelid/1365970202
HOY电视,https://tb14876310104:59058@hk2.maoy.cc/stream/channelid/1101011135
HOY电视,http://flv.mp4cdn.live/gt-key=00569874.php?id=1
HOY电视,http://iptv.ye23.win:2209/135/hk.php?id=cable77h
HOY电视,http://2206.ye23.top/cablec-lb/cable77.php
HOY电视,http://hd.ye23.win/hk/cable77.php
HOY电视,http://live.cooltv.top/tv/hoy.php?id=77
HOY电视,http://113.88.97.132:9106/stream/channelid/1973668317
HOY电视,http://51.195.221.35/ukstv.php?id=51cfc542
HOY电视,http://lan138.3322.org:9981/stream/channelid/350102718
HOY电视,http://knas2020.direct.quickconnect.to:9981/stream/channelid/1809199249
HOY电视,http://media.fantv.hk/m3u8/archive/channel2.m3u8
HOY电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
HOY电视,http://uc6.i-cable.com/live_freedirect/opentvhd001_h.live/playlist.m3u8
HOY电视,http://xtv:1292@23.142.200.188:9981/stream/channelid/1421257512
Now星影台,http://php.jdshipin.com/TVOD/iptv.php?id=xyt
Viu剧集台,http://php.jdshipin.com/TVOD/iptv.php?id=viujj
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
华丽翡翠台,http://v2h.jdshipin.com/jade/jade.stream/chunklist.m3u8


翡翠台-新,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct
翡翠台-新,http://vanguard110.com:30080/HK/tvb/hls.m3u8
翡翠台-新,http://nz189l149.bb27109.ctm.net:8892/bysid/1
翡翠台-新,https://s2.pub/cctv-4
翡翠台-新,http://223.71.206.22:30080/HK/tvb/hls.m3u8
翡翠台-新,http://1-65-195-085.static.netvigator.com:9981/stream/channelid/1425740866?profile=pass
翡翠台-新,http://m.glx008.com:8000/bysid/1
翡翠台-新,http://dirb59s.dixidsss.cn:59981/stream/channelid/1362027022
翡翠台-新,http://1.65.195.85:9981/stream/channelid/1425740866
翡翠台-新,http://mywlkj.ddns.net:754/dl/dl668/yximgs.php?id=3
翡翠台-新,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwwjpthjyjtjjjxcxbfhjjfjvhdtjdvbtvjsjxjfsjjcvbctvbfc.flv
翡翠台-新,https://5211.link/xsj.php?id=feicui
翡翠台-新,http://91tv.x3322.net:9921/tsfile/live/1006_1.m3u8
翡翠台-新,http://jylt.jdshipin.com:808/hls/25/index.m3u8
翡翠台-新,http://120.84.121.71:808/hls/25/index.m3u8
翡翠台-新,http://120.238.13.198:8000/hls/21/index.m3u8
翡翠台-新,http://cdn.jdshipin.com:8880/gdfc720p.php
翡翠台-新,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct2
翡翠台-新,http://v2h.jdshipin.com/jade/jade.stream/playlist.m3u8
翡翠台-新,http://sz.l68.fun:9000/bysid/1
翡翠台-新,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
翡翠台-新,http://r.jdshipin.com/Nopt7
翡翠台-新,http://cdn.jdshipin.com:8880/gdfc1080p.php

翡翠台-新,http://91tv.x3322.net:2024/tsfile/live/1006_1.m3u8
翡翠台-新,http://202.168.187.208:2024/tsfile/live/1006_1.m3u8
翡翠台-新,http://r.jdshipin.com/XbWDI?id=fct406
翡翠台-新,http://cdn.jdshipin.com:8880/gd仅限自用请勿二次分享231128.php?id=fct406
翡翠台-新,http://headscale.wisdomitc.com:9981/stream/channelid/389954355?profile=pass
翡翠台-新,http://nas.jdshipin.com:8801/gdfct.php
翡翠台-新,http://cdn.jdshipin.com:8880/gd仅限自用请勿二次分享231128.php?id=fct720
翡翠台-新,http://r.jdshipin.com/GeWKr?id=fct720
翡翠台-新,http://tebao.cn:8088/gudou-ag.php?id=fcthd
翡翠台-新,http://jh.d7g.cn/gudou/gdtv.php?id=1350_4500
翡翠台-新,http://feng163.com:9000/bysid/1
翡翠台-新,http://cdn.jdshipin.com:8880/gdfc406.php
翡翠台-新,http://r.jdshipin.com/1xVeF
翡翠台-新,http://cdn.jdshipin.com:8880/fctplayseek.php
翡翠台-新,http://www.mhq3vvv.work.gd/gudou.php?id=fcthd
翡翠台-新,http://r.jdshipin.com/vGPOf
翡翠台-新,http://cdn.jdshipin.com:8880/405.php?fctby
翡翠台-新,http://r.jdshipin.com/alsVH
翡翠台-新,http://cdn.jdshipin.com:8880/405.php?fct2
翡翠台-新,http://r.jdshipin.com/qClQf
翡翠台-新,http://feng163.com:9000/bysid/1
翡翠台-新,http://bziyunshao.synology.me:8889/bysid/1
翡翠台-新,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxCgMBzU9XfDMGLwaGxto_X4/ts
翡翠台-新,http://cms750.synology.me:8001/bysid/1
翡翠台-新,http://r.jdshipin.com/qrfbg

翡翠台-新,http://www.namewee.xyz/gudou.php?id=1350_4500
翡翠台-新,http://r.jdshipin.com/GeWKr?id=fct406
翡翠台-新,http://cdn.jdshipin.com:8880/gd仅限自用请勿二次分享2231128.php?id=fct406
翡翠台-新,http://108.181.20.177:27347/livehttpplay?channel_id=20127
翡翠台-新,https://5211.link/ua/gudou.php?id=1350_4500
翡翠台-新,http://jh.d7g.cn/gudou/gdtv.php?id=1350_800
翡翠台-新,http://jh.d7g.cn/gudou/gdtv.php?id=1350_1500
翡翠台-新,http://1-65-195-085.static.netvigator.com:9981/stream/channelid/1425740866
翡翠台-新,http://107.167.12.58:27347/livehttpplay?channel_id=20127
翡翠台-新,http://107.167.12.58:27347/livehttpplay?channel_id=30025
翡翠台-新,http://107.167.12.58:27347/livehttpplay?channel_id=20124
翡翠台-新,http://107.167.12.58:27347/livehttpplay?channel_id=20128
翡翠台-新,http://r.jdshipin.com/62WM7
翡翠台-新,http://stream.cvmtv.site/Jade?token=live
翡翠台-新,https://pull-f5-spe.ixigua.com/live/xyzfhwwzpthzyztzzzxcxbfhzzfzvhjtzjvbtvzszxzfszzcvbctvbfc.flv
翡翠台-新,http://113.83.152.55:8089/bysid/1
翡翠台-新,http://tianhewan.top/ZIPP.php?url=http://27.46.125.194:800/hls/80/index.m3u8
翡翠台-新,http://bziyunshao.synology.me:8889/bysid/1
翡翠台-新,http://162.19.247.76:22222/live/tvbfc/index.m3u8
翡翠台-新,https://pull-hls-l6-hs.pstatp.com/live/5a7fc2bcb8a6d560e961f0330bf55404.m3u8
翡翠台-新,https://pull-hls-l6-hs.pstatp.com/live/3ff63d9414ee8e1a7ed88c9479509bab.m3u8
翡翠台-新,http://andychuxdd.asuscomm.com:9981/stream/channelid/89897661
翡翠台-新,http://api.huanqiuzhibo.cn/hklive/4492.php?id=3
翡翠台-新,http://r.jdshipin.com/thuYX
翡翠台-新,http://sc2022.stream-link.org/list.php?id=h002
翡翠台-新,http://link.sczhgx.com:59847/hls/80/index.m3u8
翡翠台-新,http://link.sczhgx.com:59847/hls/98/index.m3u8

翡翠台-新,http://27.46.125.78:800/hls/98/index.m3u8
翡翠台-新,http://tb14876310104:59058@hktv.maoy.cc/stream/channelid/1227765288
翡翠台-新,http://tb14876310104:59058@hk2.maoy.cc/stream/channelid/56390143
翡翠台-新,http://pull-l3-cny.douyincdn.com/live/I8NmAJdhktvb.m3u8
翡翠台-新,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxCgMBzU9XfDMGLwaGxto_X4/ts
翡翠台-新,http://162.19.247.76:22222/live/tvbfc/index.m3u8
翡翠台-新,http://prez.dontconfuse.us.koubaisya.com:9981/stream/channelid/2101835114
翡翠台-新,http://129.154.50.146:8899/tvb.php?code=B
翡翠台-新,http://129.154.50.146:8899/tvb.php?code=C
翡翠台-新,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571187&extension=ts
翡翠台-新,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153395
翡翠台-新,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153396
翡翠台-新,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153401
翡翠台-新,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153505
翡翠台-新,http://line.gofast-tv.me/play/live.php?mac=00:1A:79:6F:5A:5D&stream=153505&extension=ts&play_token=u4yRheiuaw
翡翠台-新,http://line.gofast-tv.me/play/live.php?mac=00:1A:79:6F:5A:5D&stream=941619&extension=ts&play_token=kuF0Qd8u4K
翡翠台-新,http://baidu.douyincdn.freetvtv.com/jade2/index.m3u8
翡翠台-新,http://baidu.douyincdn.freetvtv.com/jade/index.m3u8
翡翠台-新,http://baidu.douyincdn.freetvtv.com/tvbjade/m2.m3u8
翡翠台-新,http://134.195.97.47:8178/jade_twn/playlist.m3u8
翡翠台-新,http://59.149.114.27:9981/stream/channelid/1255701536
翡翠台-新,http://pull-l3-cny.douyincdn.com/third/stream-8f0f5b53f8ad921929fc9ac8771cbd82.flv

翡翠台-新,https://pull-l3-cny.douyincdn.com/live/b6fc99d6be6aa237d1c93960db1eec89.m3u8
翡翠台-新,http://pull-l3-cny.douyincdn.com/live/12e39a157c0501e3cb7059805164a6a5.m3u8
翡翠台-新,https://pull-l3-cny.douyincdn.com/live/8f0f5b53f8ad921929fc9ac8771cbd82.m3u8
翡翠台-新,http://2874643631:qq183381@8bb.f3322.net:39993/stream/channelid/514145978
翡翠台-新,http://shazui.8866.org:800/hls/80/index.m3u8
翡翠台-新,http://27.46.125.78:800/hls/80/index.m3u8
翡翠台-新,http://link.sczhgx.com:59845/hls/80/index.m3u8
翡翠台-新,http://knas2020.synology.me:9981/stream/channelid/2075304246
翡翠台-新,http://hkelediy.top:8000/bysid/1
翡翠台-新,http://14.123.236.121:30002/bysid/1
翡翠台-新,http://14.123.236.121:30003/bysid/1
翡翠台-新,http://lan138.3322.org:9981/stream/channelid/1593830901
翡翠台-新,http://tv.hk12.k7network.xyz:9981/stream/channelid/1019649097
翡翠台-新,http://116.48.15.232:9981/stream/channelid/1019649097
翡翠台-新,http://xtv:1292@23.142.200.188:9981/stream/channelid/963328714
翡翠台-新,http://116.205.130.205:66/6/807tv.php?tid=gt&id=0
翡翠台-新,http://c-leung.homeip.net:8011/bysid/1
翡翠台-新,http://113.88.97.132:9106/stream/channelid/660094216
翡翠台-新,http://flv.mp4cdn.live/gt-key=00569874.php?id=2
翡翠台-新,http://awei.beimua.com/yes.php?id=16
翡翠台-新,http://zapi.eu.org/histar.php?id=feicui
翡翠台广电,http://r.jdshipin.com/qClQf
翡翠台广电,http://r.jdshipin.com/qrfbg
翡翠台广电,http://nas.jdshipin.com:8801/feicuitai.php
翡翠台广电,http://r.jdshipin.com/n90gt
翡翠台广电,http://nas.jdshipin.com:8801/iptv.php?id=fct
翡翠台广电,https://pi.0472.org/tv/fct.php?auth=2310201855
翡翠台广电,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=1350_4500
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://113.64.147.10:8081/hls/67/index.m3u8
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://113.117.74.42:8081/hls/67/index.m3u8
翡翠台广电,http://www.namewee.xyz/gudou.php?id=1350_1500
翡翠台广电,http://www.namewee.xyz/gudou.php?cid=1332&id=1332&id=1350_1500

翡翠台广电,http://dasdasd.x3322.net:8081/hls/67/index.m3u8
翡翠台广电,http://jxdx.chiang.fun:8081/hls/67/index.m3u8
翡翠台广电,http://113.117.74.42:8081/hls/67/index.m3u8
翡翠台广电,http://113.117.74.28:8081/hls/67/index.m3u8
翡翠台广电,http://y3y4.f3322.net:2233/hls/88/index.m3u8
翡翠台广电,http://nas.jdshipin.com:8801/gudoufc.php
翡翠台广电,http://113.117.74.12:8081/hls/67/index.m3u8
翡翠台广电,http://113.117.74.32:8081/hls/67/index.m3u8
翡翠台广电,http://y3y4.f3322.net:2233/hls/98/index.m3u8
翡翠台广电,http://angtv.cn/jd/gd.php?id=fct
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://119.125.129.128:9901/tsfile/live/1006_1.m3u8
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://218.19.13.245:9901/tsfile/live/1008_1.m3u8
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://218.19.13.245:9901/tsfile/live/1006_1.m3u8
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://59.32.98.1:9901/tsfile/live/1029_1.m3u8
翡翠台广电,http://tianhewan.top/ZIPP.php?url=http://120.84.96.1:808/hls/25/index.m3u8

翡翠台广电,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=1350_1500
翡翠台广电,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=1350_4500
翡翠台广电,http://chihomai.top:5678/gudou.php?phone=freeuser&ptoken=0OgMrvQ1pCDopjeG91Ve4A%3D%3D&pserialnumber=6f9b30ce4249b041&cid=1332&id=1350_4500
翡翠台广电,http://chihomai.top:5678/gudou.php?phone=18664735406&ptoken=0OgMrvQ1pCDopjeG91Ve4A%3D%3D&pserialnumber=6f9b30ce4249b041&cid=1332&id=1350_4500

翡翠台广电,http://nas.jdshipin.com:8801/gdfc720.php
翡翠台广电,http://1b6467f415.iok.la:9930/tsfile/live/1007_1.m3u8

翡翠台广电,http://gg.gg/tvbfc
翡翠台广电,http://iptv.ye23.win:2209/135/hk.php?id=tvbfct
翡翠台广电,http://xjayrf.eatuo.com:9901/tsfile/live/1004_1.m3u8
翡翠台广电,http://nas.jdshipin.com:8801/jydxfct.php
翡翠台广电,http://jydx.jdshipin.com:8081/hls/67/index.m3u8
翡翠台广电,http://nsszds.f3322.net:8081/hls/25/index.m3u8
翡翠台广电,http://mzwh4455.qicp.vip:280/hls/35/index.m3u8
翡翠台广电,http://nsszds.f3322.net:8081/hls/67/index.m3u8
翡翠台广电,http://jyjxy.7766.org:8811/hls/36/index.m3u8
翡翠台广电,http://113.119.39.143:808/hls/105/index.m3u8
翡翠台广电,http://gg.gg/feicuitai
翡翠台广电,http://219.137.29.20:808/hls/105/index.m3u8
翡翠台广电,http://1b6467f415.iok.la:132/tsfile/live/1020_1.m3u8
翡翠台广电,http://59.32.98.185:9901/tsfile/live/1029_1.m3u8
翡翠台广电,http://gg.gg/gdtvb4
翡翠台广电,http://gg.gg/gdtvb1
翡翠台广电,http://gg.gg/gdtvb5
翡翠台广电,http://gg.gg/gdtvb3
翡翠台广电,http://23.237.10.66:16106
翡翠台广电,http://few.tv888.top:9901/tsfile/live/1006_1.m3u8
翡翠台广电,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台广电,http://hlidakj.f3322.net:9901/tsfile/live/1076_1.m3u8
翡翠台广电,http://few.eatuo.com:9901/tsfile/live/1006_1.m3u8
翡翠台广电,http://119.125.134.153:9901/tsfile/live/1076_1.m3u8
翡翠台广电,http://59.32.97.24:9901/tsfile/live/1076_1.m3u8
